  Time                 , I(R1)                , V(R2:1,C1:2)         , V(C1:2)              
  0.000000000000e+00  ,2.347417840376e+01  ,1.173708920188e-02  ,3.475000000000e+00  
  7.200000000000e-09  ,2.347057855020e+01  ,1.173708920136e-02  ,3.525000000000e+00  
  1.440000000000e-08  ,2.346697884308e+01  ,1.173708920034e-02  ,3.525000000000e+00  
  2.880048217773e-08  ,2.345977948064e+01  ,1.173708919726e-02  ,3.525000000000e+00  
  5.760144653320e-08  ,2.344538251292e+01  ,1.173708918494e-02  ,3.525000000000e+00  
  1.152033752441e-07  ,2.341659560460e+01  ,1.173708913568e-02  ,3.525000000000e+00  
  2.304072326660e-07  ,2.335904988513e+01  ,1.173708893868e-02  ,3.525000000000e+00  
  4.608149475098e-07  ,2.324407074407e+01  ,1.173708815111e-02  ,3.525000000000e+00  
  9.216303771973e-07  ,2.301456092797e+01  ,1.173708500427e-02  ,3.525000000000e+00  
  1.843261236572e-06  ,2.255732937293e+01  ,1.173707244431e-02  ,3.525000000000e+00  
  3.686522955322e-06  ,2.164997254383e+01  ,1.173702242279e-02  ,3.525000000000e+00  
  7.373046392822e-06  ,1.986332003212e+01  ,1.173682406591e-02  ,3.525000000000e+00  
  1.474609326782e-05  ,1.639941420214e+01  ,1.173604420179e-02  ,3.525000000000e+00  
  2.949218701782e-05  ,9.887454124381e+00  ,1.173302909599e-02  ,3.525000000000e+00  
  5.898437451782e-05  ,-1.632057227058e+00  ,1.172174201380e-02  ,3.525000000000e+00  
  1.179687495178e-04  ,-1.972213928938e+01  ,1.168193541472e-02  ,3.525000000000e+00  
  2.359374995178e-04  ,-4.226327258404e+01  ,1.155525357478e-02  ,3.525000000000e+00  
  4.005126948303e-04  ,-5.637238007803e+01  ,1.131998253811e-02  ,3.525000000000e+00  
  6.176025385803e-04  ,-6.215097984506e+01  ,1.096941007074e-02  ,3.525000000000e+00  
  8.883056635803e-04  ,-6.311529150418e+01  ,1.051848283677e-02  ,3.525000000000e+00  
