  Time                 , I(R1)                , V(L1:2,C2:2)         , V(R2:2,C2:2)         , V(C2:2)              
  0.000000000000e+00  ,7.610350076104e+00  ,2.070015220700e-02  ,1.689497716895e-02  ,3.475000000000e+00  
  7.200000000000e-09  ,7.606750222546e+00  ,2.070015220649e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  1.440000000000e-08  ,7.603150515424e+00  ,2.070015220546e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  2.880048217773e-08  ,7.595951152992e+00  ,2.070015220238e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  5.760144653320e-08  ,7.581554185264e+00  ,2.070015219006e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  1.152033752441e-07  ,7.552767276944e+00  ,2.070015214080e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  2.304072326660e-07  ,7.495221557476e+00  ,2.070015194380e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  4.608149475098e-07  ,7.380242416416e+00  ,2.070015115624e-02  ,1.689497716895e-02  ,3.525000000000e+00  
  9.216303771973e-07  ,7.150732600321e+00  ,2.070014800939e-02  ,1.689497716892e-02  ,3.525000000000e+00  
  1.843261236572e-06  ,6.693501045275e+00  ,2.070013544944e-02  ,1.689497716872e-02  ,3.525000000000e+00  
  3.686522955322e-06  ,5.786144216176e+00  ,2.070008542792e-02  ,1.689497716709e-02  ,3.525000000000e+00  
  7.373046392822e-06  ,3.999491704468e+00  ,2.069988707104e-02  ,1.689497715419e-02  ,3.525000000000e+00  
  1.474609326782e-05  ,5.355858744839e-01  ,2.069910720689e-02  ,1.689497705230e-02  ,3.525000000000e+00  
  2.949218701782e-05  ,-5.976374203247e+00  ,2.069609210080e-02  ,1.689497625840e-02  ,3.525000000000e+00  
  5.898437451782e-05  ,-1.749588555398e+01  ,2.068480501402e-02  ,1.689497022381e-02  ,3.525000000000e+00  
  1.179687495178e-04  ,-3.558596759701e+01  ,2.064499834764e-02  ,1.689492640218e-02  ,3.525000000000e+00  
  2.359374995178e-04  ,-5.812710043007e+01  ,2.051831558609e-02  ,1.689463209568e-02  ,3.525000000000e+00  
  4.289306635803e-04  ,-7.378576068448e+01  ,2.023961663676e-02  ,1.689332932988e-02  ,3.525000000000e+00  
  6.575439448303e-04  ,-7.845857027358e+01  ,1.986639021721e-02  ,1.689022699328e-02  ,3.525000000000e+00  
  9.749755854553e-04  ,-7.891532706657e+01  ,1.933764455557e-02  ,1.688294179127e-02  ,3.525000000000e+00  
  1.405200194830e-03  ,-7.774787816246e+01  ,1.863435039483e-02  ,1.686760245402e-02  ,3.525000000000e+00  
  2.230786132330e-03  ,-7.542408503164e+01  ,1.734486483871e-02  ,1.682146818989e-02  ,3.525000000000e+00  
  3.881958007330e-03  ,-7.119953595484e+01  ,1.498577788941e-02  ,1.666987057556e-02  ,3.525000000000e+00  
  7.184301757330e-03  ,-6.407147500691e+01  ,1.101064621321e-02  ,1.617367207882e-02  ,3.525000000000e+00  
  1.378898925733e-02  ,-5.370666520190e+01  ,5.220140772676e-03  ,1.467148999417e-02  ,3.525000000000e+00  
  2.209523925733e-02  ,-4.505504818424e+01  ,3.813420142635e-04  ,1.233731363544e-02  ,3.525000000000e+00  
  3.202805175733e-02  ,-3.887006431465e+01  ,-3.088189858764e-03  ,9.278742396330e-03  ,3.525000000000e+00  
  4.319680175733e-02  ,-3.404508586168e+01  ,-5.801151696473e-03  ,6.022713493242e-03  ,3.525000000000e+00  
  5.808273925733e-02  ,-2.926165905113e+01  ,-8.494805154435e-03  ,2.196581007885e-03  ,3.525000000000e+00  
  8.721086425733e-02  ,-2.253959161210e+01  ,-1.228364338832e-02  ,-3.643187167169e-03  ,3.525000000000e+00  
  1.322796142573e-01  ,-1.601499063339e+01  ,-1.596197163428e-02  ,-9.446741534705e-03  ,3.525000000000e+00  
  2.131671142573e-01  ,-1.038623182903e+01  ,-1.913525517420e-02  ,-1.443103081914e-02  ,3.525000000000e+00  
  2.963546142573e-01  ,-8.495569870872e+00  ,-2.020107240876e-02  ,-1.611141343867e-02  ,3.525000000000e+00  
  4.260046142573e-01  ,-7.704339702023e+00  ,-2.064719924587e-02  ,-1.681067439190e-02  ,3.525000000000e+00  
  5.758296142573e-01  ,-7.614339919909e+00  ,-2.069786690761e-02  ,-1.689212998777e-02  ,3.525000000000e+00  
  8.746796142573e-01  ,-7.608809784147e+00  ,-2.070105721054e-02  ,-1.689575837923e-02  ,3.525000000000e+00  
  1.337129614257e+00  ,-7.611313535610e+00  ,-2.069957203097e-02  ,-1.689464701932e-02  ,3.525000000000e+00  
  2.262029614257e+00  ,-7.610592724502e+00  ,-2.070001560149e-02  ,-1.689479348291e-02  ,3.525000000000e+00  
  4.111829614257e+00  ,-7.610142266455e+00  ,-2.070026917733e-02  ,-1.689513072311e-02  ,3.525000000000e+00  
  7.811429614257e+00  ,-7.610332451743e+00  ,-2.070016213996e-02  ,-1.689499238897e-02  ,3.525000000000e+00  
  1.521062961426e+01  ,-7.610366964468e+00  ,-2.070014268895e-02  ,-1.689496259908e-02  ,3.525000000000e+00  
  3.000902961426e+01  ,-7.610333543900e+00  ,-2.070016152428e-02  ,-1.689499142424e-02  ,3.525000000000e+00  
  5.960582961426e+01  ,-7.610349884851e+00  ,-2.070015231482e-02  ,-1.689497733787e-02  ,3.525000000000e+00  
  1.096090296143e+02  ,-7.610350102871e+00  ,-2.070015219191e-02  ,-1.689497714531e-02  ,3.525000000000e+00  
  1.596122296143e+02  ,-7.610350076343e+00  ,-2.070015220687e-02  ,-1.689497716874e-02  ,3.525000000000e+00  
  2.096154296143e+02  ,-7.610350075866e+00  ,-2.070015220714e-02  ,-1.689497716916e-02  ,3.525000000000e+00  
  2.596186296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  3.096218296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  3.596250296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  4.096282296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  4.596314296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  5.096346296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  5.596378296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  6.096410296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  6.596442296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  7.096474296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  7.596506296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  8.096538296143e+02  ,-7.610350076104e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  8.596570296143e+02  ,-7.610350076102e+00  ,-2.070015220700e-02  ,-1.689497716895e-02  ,3.525000000000e+00  
  9.000000000082e+02  ,7.802753598141e+00  ,2.059136780669e-02  ,1.674167837076e-02  ,3.475000000000e+00  
  9.026224000082e+02  ,7.610285660636e+00  ,2.070019872094e-02  ,1.689459036202e-02  ,3.475000000000e+00  
