"time","x","y"
0,0.7071067811865476,0.7071067811865475
0.06,0.7159073381230593,0.6981953044969263
0.12,0.7418344479653378,0.6705830685395826
0.18,0.7832981861046133,0.621646162736667
0.24,0.8370338262442174,0.5471511433991207
0.3,0.8971756908453979,0.441673838659347
0.36,0.9540680874173688,0.2995898605957214
0.42,0.9931183310113917,0.1171152449903421
0.48,0.9945456790425786,-0.1043019285427463
0.54,0.9354205238560175,-0.3535370469256848
0.6,0.7954554898213979,-0.6060120161457195
0.66,0.5664690918544296,-0.8240829860964354
0.72,0.2617870674978604,-0.9651256557002672
0.78,-0.08151625145206322,-0.9966720126246167
0.84,-0.4125423749881802,-0.9109384111119213
0.9,-0.6849037611899577,-0.7286335415748093
0.96,-0.8722302622425376,-0.4890954606498756
1.02,-0.9721972967928311,-0.2341632253551184
1.08,-0.9999912499881379,0.004183293817231089
1.14,-0.9781310731410033,0.207989431837363
1.2,-0.9285323721484894,0.3712514429228514
1.26,-0.8686143872415898,0.495488694398689
1.32,-0.8105386857069287,0.5856851022285652
1.38,-0.762019632057911,0.6475539208114842
1.44,-0.7275620553680283,0.6860418759730708
1.5,-0.7095540159991305,0.7046510472421833
1.56,-0.7090178750044458,0.7051905082487853
1.62,-0.7259825899129105,0.6877130790841066
1.68,-0.7594928502265347,0.650515649661693
1.74,-0.807260669760305,0.5901950618720424
1.8,-0.8649377139470082,0.5018792195260959
1.86,-0.9250401899745115,0.3798692497846063
1.92,-0.9757083163799583,0.2190736893079294
1.98,-0.9998440861597921,0.01765795490112489
2.04,-0.9757328003539716,-0.2189646142950879
2.1,-0.8807038105600906,-0.4736673918108952
2.16,-0.6988376016912506,-0.7152803691297706
2.22,-0.4311318862026021,-0.9022889208559455
2.28,-0.1024856246549031,-0.9947344855483268
2.34,0.2415799373311565,-0.9703809220502403
2.4,0.5498782915060926,-0.8352447931776292
2.46,0.7840883327028112,-0.6206492459669356
2.52,0.9293974915217758,-0.3690803472863743
2.58,0.9929185160146674,-0.1187973928806133
2.64,0.994498519125746,0.1047506346362548
