"time","x","y"
1.43,-0.7322255562133535,0.6810622106886016
1.44,-0.7275810461540575,0.6860217352805721
1.45,-0.7233964624600218,0.6904328773315522
1.46,-0.7196785724607213,0.6943073903833217
1.47,-0.7164331911181968,0.69765570496069
1.48,-0.7136652573653016,0.7004869023969812
1.49,-0.7113788803252481,0.7028087141087511
1.5,-0.7095773834808476,0.7046275163889599
1.51,-0.7082633458638786,0.7059483216962158
1.52,-0.707438622164863,0.7067747844041129
1.53,-0.7071043661892877,0.7071091961755593
1.54,-0.7072610443638336,0.706952484347696
1.55,-0.7079084374183832,0.7063042150743991
1.56,-0.7090456412369336,0.7051625902179622
1.57,-0.7106710561947452,0.703524448677546
1.58,-0.7127823691570929,0.7013852680366203
1.59,-0.7153765290986642,0.6987391656510662
1.6,-0.718449711454252,0.6955789043029569
1.61,-0.7219972816252751,0.6918958919705429
1.62,-0.7260137367657197,0.6876801974955191
1.63,-0.7304926665943831,0.6829205400717037
1.64,-0.7354266645468953,0.677604324863285
1.65,-0.7408072884316294,0.6717176202888954
1.66,-0.7466249503211716,0.6652452055880659
1.67,-0.7528688441643993,0.6581705732456911
1.68,-0.7595268577109539,0.6504759429953766
1.69,-0.7665854075507833,0.6421423618872995
1.7,-0.7740294239818802,0.633149627505441
1.71,-0.7818420906383325,0.623476499401767
1.72,-0.7900048699092287,0.6131005672152836
1.73,-0.7984972135590905,0.601998504930343
1.74,-0.8072965708855773,0.5901459536728081
1.75,-0.8163780807210507,0.5775178173166726
1.76,-0.8257145889068639,0.5640881293436061
1.77,-0.8352762742431652,0.5498304699509265
1.78,-0.8450307213370872,0.5347177573229844
1.79,-0.8549424734969264,0.5187228229131212
1.8,-0.8649731378129333,0.5018181651375808
1.81,-0.8750809685671472,0.4839765474189669
1.82,-0.8852209084080082,0.4651708753966662
1.83,-0.8953442361447673,0.4453747846503472
1.84,-0.9053985807244758,0.4245626102497781
1.85,-0.915327614172236,0.4027100181691069
1.86,-0.9250710629269593,0.3797940606897186
1.87,-0.9345644737774451,0.3557938228146846
1.88,-0.9437392182200376,0.3306906227781976
1.89,-0.9525223693339938,0.3044686123697396
1.9,-0.9608367048145167,0.2771151866664497
1.91,-0.9686007227349338,0.2486214791955107
1.92,-0.9757286666641704,0.21898303370298
1.93,-0.9821306966818939,0.1882001451517445
1.94,-0.9877129866264686,0.1562787767082317
1.95,-0.9923780356775319,0.1232308171879225
1.96,-0.9960249149184742,0.08907507430053703
1.97,-0.9985497047246543,0.05383760019081157
1.98,-0.999845941541467,0.0175525833727472
1.99,-0.9998052024893612,-0.01973720028796973
2,-0.9983177644745523,-0.05797966138683682
2.01,-0.9952733716090447,-0.09711290216013617
2.02,-0.990562110010731,-0.1370646059750233
2.03,-0.984075364311962,-0.1777517295394885
2.04,-0.9757069167326243,-0.2190799229507707
2.05,-0.9653540767166855,-0.2609434930525682
2.06,-0.952918934733089,-0.3032251701741712
2.07,-0.9383097529681522,-0.3457959043783562
2.08,-0.9214423065238614,-0.3885152194547676
2.09,-0.9022413164087947,-0.4312315004321057
2.1,-0.880642081321118,-0.4737821488895603
2.11,-0.856591796855835,-0.5159946642740524
2.12,-0.8300509948137922,-0.5576874985228143
2.13,-0.8009950486649587,-0.5986709714143658
2.14,-0.769415386188628,-0.6387487483323975
2.15,-0.7353206290525095,-0.6777193906697828
2.16,-0.6987380188796468,-0.7153776491980627
2.17,-0.6597140343165232,-0.7515167283073726
2.18,-0.6183144387039992,-0.7859308206770863
2.19,-0.5746270852821954,-0.8184153669501133
2.2,-0.5287584509750889,-0.8487723490562263
2.21,-0.4808351850696566,-0.8768109971932544
2.22,-0.4310035206836576,-0.9023502452807844
2.23,-0.3794284836074207,-0.9252210686248845
2.24,-0.326293517105844,-0.9452685019055159
2.25,-0.2717979450796726,-0.9623543406929005
2.26,-0.2161552782927497,-0.9763589993778845
2.27,-0.1595916237864262,-0.9871831206099565
2.28,-0.1023431112201687,-0.9947491581226777
2.29,-0.04465309951773837,-0.9990025529013722
2.3,0.01323022808726684,-0.9999124767022156
2.31,0.07105647131837767,-0.9974722942938218
2.32,0.1285756385399789,-0.9916997051396339
2.33,0.1855410539451895,-0.9826365133155333
2.34,0.2417123787365591,-0.9703479406715481
2.35,0.2968580669686259,-0.9549216135765547
2.36,0.3507574909456425,-0.9364663275022319
2.37,0.4032032849506439,-0.9151104365075342
2.38,0.4540035246689093,-0.8909998875354627
2.39,0.5029831614663728,-0.8642962103823508
2.4,0.5499851404278249,-0.8351744400474584
2.41,0.5948716777051674,-0.803820680913498
2.42,0.6375250988247498,-0.7704295868984348
2.43,0.6778479303412059,-0.7352021377363804
2.44,0.7157628365018939,-0.6983434412112447
2.45,0.751212650927624,-0.660060264738222
2.46,0.7841590515917707,-0.62055989381098
2.47,0.8145853076027166,-0.5800437713119482
2.48,0.8424899280066845,-0.5387120949146135
2.49,0.8678884122507283,-0.4967592011034218
2.5,0.8908126895777777,-0.4543707209836543
2.51,0.9113086576854433,-0.4117238521479601
2.52,0.9294346289879917,-0.3689868160760681
2.53,0.9452602676976244,-0.326317370533987
2.54,0.9588651002850361,-0.2838621486837713
2.55,0.9703369839753806,-0.2417563598533904
2.56,0.9797706473340572,-0.2001236583280513
2.57,0.9872663273705183,-0.1590760787809671
2.58,0.9929284801863025,-0.1187140818728733
2.59,0.9968645613929776,-0.07912677321100835
2.6,0.9991839004326007,-0.04039224079318325
2.61,0.9999966770471068,-0.002577963293831236
2.62,0.9994129980867194,0.03425871064875251
2.63,0.9975420754365237,0.07007002022115283
2.64,0.9944915066651525,0.1048171892910461
2.65,0.9903666571484094,0.1384697960158992
2.66,0.9852701325493401,0.1710051633904827
2.67,0.9793013417719959,0.2024077123124723
2.68,0.972556149194214,0.2326682975063893
2.69,0.96512658329843,0.2617836477144793
2.7,0.9571006346923669,0.2897557162015416
2.71,0.9485621150937246,0.3165910829586323
2.72,0.9395905823222793,0.3423003616873346
2.73,0.9302612962091575,0.3668976979694179
2.74,0.9206452199525411,0.3904002804539684
2.75,0.9108090541613485,0.4128278901160989
2.76,0.9008153296574136,0.4342024203688935
2.77,0.890722507892389,0.4545474825954852
2.78,0.8805850932885738,0.4738880600711033
2.79,0.8704537689422429,0.492250176367916
2.8,0.8603755927176241,0.5096605139264735
2.81,0.8503940658724062,0.5261463035401823
2.82,0.8405494054326554,0.5417348955225326
2.83,0.8308786267097624,0.5564536887081433
2.84,0.8214157628757615,0.5703298558722233
2.85,0.8121920528313045,0.583390151886087
2.86,0.8032360483787622,0.5956608519827965
2.87,0.7945738706197909,0.6071674926478555
2.88,0.7862292834121886,0.6179348783691987
2.89,0.7782239050251496,0.6279869056337138
2.9,0.7705773467952216,0.6373464933660785
2.91,0.7633073236770395,0.6460355482641768
2.92,0.7564298485592421,0.6540748307408274
2.93,0.7499592961230184,0.6614839787618947
2.94,0.7439085671117016,0.6682814106181729
2.95,0.738289182040067,0.6744843094413752
2.96,0.7331113713667843,0.6801086068950406
2.97,0.7283842031151675,0.6851689227134301
2.98,0.7241156275975037,0.6896785902643878
2.99,0.7203125865737011,0.693649607239494
3,0.7169810659571528,0.6970926416617412
3.01,0.714126157173735,0.7000170223932231
3.02,0.7117521230259871,0.7024307192656085
3.03,0.7098624247612495,0.7043403565834343
3.04,0.7084597742577632,0.7057511943019574
3.05,0.7075461546435569,0.7066671345471754
3.06,0.7071228441685155,0.7070907178396768
3.07,0.707190433881054,0.7070231185945242
3.08,0.7077488281993084,0.7064641506704398
3.09,0.7087972489976672,0.7054122623071837
3.1,0.710334223971255,0.703864539705727
3.11,0.7123575710999422,0.7018167074789476
3.12,0.7148643762278003,0.6992631290154214
3.13,0.7178509574248573,0.6961968133539651
3.14,0.7213128326371598,0.6926094119147939
3.15,0.7252446563360598,0.6884912406530606
3.16,0.7296401865079414,0.6838312644451529
3.17,0.7344922104205588,0.6786171179918185
3.18,0.7397924836538305,0.6728351069387631
3.19,0.7455316424893942,0.6664702319286782
3.2,0.7516990885165319,0.6595062397911146
3.21,0.7582829654442441,0.6519255665465831
3.22,0.7652699498685749,0.6437094871354228
3.23,0.7726452613950403,0.6348380108687489
3.24,0.7803923790164851,0.6252901204824771
3.25,0.7884930916010803,0.6150436118661591
3.26,0.7969272406226512,0.6040753042076517
3.27,0.8056726832515511,0.5923609773290658
3.28,0.8147049520253716,0.5798757118084331
3.29,0.8239973278710812,0.5665936848053621
3.3,0.8335205039373149,0.5524885243297679
3.31,0.8432425518481728,0.5375332536249099
3.32,0.8531285761472469,0.5217007116738209
3.33,0.8631407420935624,0.504963423762726
3.34,0.8732379144458786,0.4872941050066299
3.35,0.8833756537891194,0.4686656103157623
3.36,0.893505910614686,0.4490514310150016
3.37,0.9035769881109095,0.4284257538435537
3.38,0.9135332879366234,0.4067639755825266
3.39,0.923315258745613,0.3840428790740971
3.4,0.9328592226028161,0.3602411286969736
3.41,0.9420973028470767,0.3353396367390283
3.42,0.9509573747572296,0.309321954272305
3.43,0.9593629733999955,0.2821749196316345
3.44,0.9672333944813901,0.2538888745101043
3.45,0.9744836310346029,0.2244585771264176
3.46,0.9810245859382761,0.1938833716042554
3.47,0.986763134294434,0.1621681744283538
3.48,0.9916024266944758,0.1293237308989602
3.49,0.995442127191154,0.09536755954280392
3.5,0.9981788288517051,0.06032433698134318
3.51,0.9997064895920367,0.02422673456260593
3.52,0.9999169967118976,-0.01288408656672348
3.53,0.9987008094256266,-0.05095775949351085
3.54,0.9959477065968251,-0.08993422999350427
3.55,0.991547644372625,-0.1297430882132012
3.56,0.9853916999017249,-0.1703032523611599
3.57,0.9773731233657738,-0.2115225229667796
3.58,0.9673884990196837,-0.2532972403411521
3.59,0.9553389562681607,-0.2955122309422424
3.6,0.9411315102493044,-0.3380406490584579
3.61,0.9246804842606303,-0.3807440111512276
3.62,0.9059088802603118,-0.4234726681446019
3.63,0.8847498978911764,-0.4660661092394007
3.64,0.8611484688344487,-0.5083535331086865
3.65,0.8350625744344701,-0.5501549752377735
3.66,0.8064647663838006,-0.5912821497233971
3.67,0.7753435748943178,-0.631539658984374
3.68,0.7417045091620333,-0.6707267857247891
3.69,0.7055713080724617,-0.7086389272576799
3.7,0.6669869111878849,-0.7450694332101166
3.71,0.6260138365503319,-0.7798119494131481
3.72,0.5827344082112506,-0.8126626664777234
3.73,0.5372529652594359,-0.8434211589235495
3.74,0.4896926162423202,-0.8718951436943273
3.75,0.4401960804606086,-0.897901670979132
3.76,0.388925140507751,-0.9212693607631951
3.77,0.3360592512105681,-0.9418408462557739
3.78,0.2817951340147473,-0.959474597081971
3.79,0.2263444390103254,-0.9740473268425416
3.8,0.1699310739559858,-0.9854559503621485
3.81,0.1127892196580172,-0.993618936981847
3.82,0.05516096203545365,-0.9984774750926149
3.83,-0.002705939882664402,-0.999996338937974
3.84,-0.06056117652957538,-0.9981644873954161
3.85,-0.1181546764849084,-0.9929952026192003
3.86,-0.1752389296295579,-0.9845259354340478
3.87,-0.2315720824396938,-0.9728177479027321
3.88,-0.2869208997571286,-0.9579542772400778
3.89,-0.3410627358923927,-0.9400405364587189
3.9,-0.3937875484127227,-0.9192014831989217
3.91,-0.4449003751655163,-0.8955800668715125
3.92,-0.4942231372162451,-0.8693350853612964
3.93,-0.5415954661839971,-0.8406392514086758
3.94,-0.586875867112414,-0.8096769211241309
3.95,-0.6299429785169439,-0.776641386881488
3.96,-0.6706957867611446,-0.7417325404893931
3.97,-0.7090532533158269,-0.7051549361397407
3.98,-0.74495460794754,-0.6671151565492476
3.99,-0.7783590249751058,-0.6278194232737648
4,-0.8092431933726865,-0.5874737900366083
4.01,-0.8376052456146154,-0.5462759856692219
4.02,-0.8634576266624007,-0.5044213783718274
4.03,-0.8868286193644855,-0.462098474219598
4.04,-0.9077617910987876,-0.4194860314970226
4.05,-0.9263136129554694,-0.3767533549331509
4.06,-0.9425517256784278,-0.3340602407061005
4.07,-0.9565539071376489,-0.2915555225676545
4.08,-0.9684065936218935,-0.2493765615081756
4.09,-0.9782033801084877,-0.2076490961799007
4.1,-0.9860436080361707,-0.1664872459109423
4.11,-0.9920310583459719,-0.1259935683952585
4.12,-0.9962727270775373,-0.08625922142870754
4.13,-0.9988776834526195,-0.04736426395847857
4.14,-0.999956024984756,-0.009378064655675993
4.15,-0.999617935926441,0.02764022746219219
4.16,-0.9979728475565992,0.06364114659379438
4.17,-0.9951287008181694,0.09858432333764972
4.18,-0.9911913089304226,0.1324378688321255
4.19,-0.9862638136363637,0.1651777524712572
4.2,-0.9804462296998556,0.1967871709927704
4.21,-0.9738350806814595,0.2272558814071381
4.22,-0.9665231135072222,0.2565795608701234
4.23,-0.9585990732329518,0.2847592260084402
4.24,-0.9501475312719241,0.311800687648164
4.25,-0.9412488453800987,0.3377138005332785
4.26,-0.931979078175704,0.362512065789216
4.27,-0.9224099854386938,0.3862121421744645
4.28,-0.912608995277338,0.4088334890134218
4.29,-0.9026394183196774,0.430397584211987
4.3,-0.8925604187697533,0.4509278199951324
4.31,-0.8824272113267776,0.4704489522892431
4.32,-0.8722911646002458,0.4889868343425483
4.33,-0.8621999576286486,0.5065680932166539
4.34,-0.8521977061442679,0.5232199056252045
4.35,-0.8423251684627454,0.5389696750042692
4.36,-0.8326199552729532,0.5538447526891137
4.37,-0.8231166796561609,0.5678722846484209
4.38,-0.8138470924492244,0.5810790910985729
4.39,-0.8048402351389756,0.593491529763853
4.4,-0.7961226454227772,0.6051353017673312
4.41,-0.7877184782812438,0.616035387761354
4.42,-0.7796497126063203,0.6262158778192087
4.43,-0.7719363178797188,0.6356998671844297
4.44,-0.7645963572732725,0.6445094339452622
4.45,-0.7576461640243011,0.6526655270038872
4.46,-0.7511004068024187,0.6601879875469117
4.47,-0.7449722338779017,0.6670954734900911
4.48,-0.7392733956297378,0.6734054102203791
4.49,-0.734014348771959,0.6791339601263339
4.5,-0.729204354692252,0.6842959952373361
4.51,-0.724851583332246,0.688905060324524
4.52,-0.720963152909734,0.6929733993065358
4.53,-0.7175452287326192,0.6965119128364232
4.54,-0.7146030563266156,0.6995301793980442
4.55,-0.7121410374973793,0.7020364254881339
4.56,-0.7101627719714682,0.7040375254954814
4.57,-0.7086711079117116,0.7055389860320883
4.58,-0.7076681598920469,0.7065449564429742
4.59,-0.7071553443803779,0.7070582146572297
4.6,-0.7071333738823098,0.7070801874906562
4.61,-0.7076022797289291,0.706610935184577
4.62,-0.7085614032449279,0.705649160583061
4.63,-0.7100093993266311,0.7041921988121116
4.64,-0.7119442161219339,0.7022360238057609
4.65,-0.7143630786601631,0.6997752438084486
4.66,-0.7172624498258403,0.6968031128445351
4.67,-0.7206379994992415,0.6933115271490381
4.68,-0.7244845495448738,0.6892910397435623
4.69,-0.7287960270482164,0.6847308602354178
4.7,-0.7335654018644975,0.6796188646494286
4.71,-0.7387846162381844,0.673941607863618
4.72,-0.7444445092874865,0.667684336038905
4.73,-0.7505347291289194,0.6608310074227598
4.74,-0.757043632152859,0.6533643233425029
4.75,-0.7639581925258591,0.6452657437619189
4.76,-0.7712638774780978,0.6365155389285085
4.77,-0.7789445328582542,0.6270928278414897
4.78,-0.7869822655824856,0.6169756183664458
4.79,-0.7953572889797538,0.6061408935773731
4.8,-0.8040477972285334,0.5945646640794786
4.81,-0.8130298086708161,0.5822220626296261
4.82,-0.8222769975428017,0.5690874619177576
4.83,-0.8317605589123084,0.5551345536335173
4.84,-0.8414490158835827,0.5403365189107157
4.85,-0.8513080512449048,0.52466618138165
4.86,-0.8613003656122963,0.5080961328293345
4.87,-0.871385458431291,0.4905990041107797
4.88,-0.8815194895406416,0.4721476353430213
4.89,-0.891655107409801,0.4527153293516978
4.9,-0.9017412644736281,0.4322761755469555
4.91,-0.9117231061560809,0.4108052795438584
4.92,-0.9215418008897541,0.3882791640210284
4.93,-0.931134421156748,0.3646761436358124
4.94,-0.9404338798500113,0.3399766427716094
4.95,-0.9493688107491369,0.314163748985731
4.96,-0.9578635574768516,0.2872236154249686
4.97,-0.9658381738707996,0.259145947091439
4.98,-0.9732084407498184,0.2299246199372898
4.99,-0.979885986873018,0.1995581437323259
5,-0.9857784181449774,0.1680503207958443
5,-0.9857784181449774,0.1680503207958443
